,Amount (INR),Day,Hour,Minute,Sender,Receiver
336957,9265.237425628786,1,3,42,0,0
37964,1111.32,5,21,0,0,0
390016,4584.823243199474,10,15,2,0,0
360041,7228.353443422568,26,10,47,0,0
180514,7667.59,7,14,5,0,2
145482,1935.52,12,10,0,0,0
354454,4684.811543620325,9,10,40,0,0
256590,8368.6,29,22,35,0,0
283821,4917.17,4,22,38,0,4
396500,7158.8971064220905,1,11,25,0,0
18779,4402.9,19,5,49,0,0
458750,1278.2967432049193,26,13,26,0,0
402018,6839.13691767407,11,15,2,0,0
4246,1874.66,13,9,23,0,0
180426,3456.0,3,10,29,0,0
196073,7674.36,5,19,23,4,0
364272,2230.1421309327025,3,15,20,0,0
347596,7555.186809010188,14,8,7,0,0
176249,10401.18,17,0,33,0,0
158431,7040.68,24,8,13,0,0
331511,5808.740684706263,10,14,41,0,0
158360,1016.18,4,1,48,0,0
227568,3052.92,28,20,21,0,1
27841,7185.94,18,15,9,0,0
339476,6011.189924736739,23,16,5,0,0
12046,8399.08,26,8,33,0,0
287711,9956.75,7,11,58,4,0
121788,3305.0,10,18,56,0,0
334568,5370.053707697482,29,16,27,0,0
370867,5558.9752968634475,22,17,44,0,0
383432,4748.540820837472,22,6,23,0,0
441505,5230.218201603945,25,14,10,0,0
169083,1061.78,24,15,52,0,0
317487,379.49724704411767,10,2,21,0,3
399020,5973.86506313004,13,3,56,0,0
255475,6107.9,29,9,1,0,0
319807,8939.53935048153,2,12,29,0,0
241506,3457.59,7,20,49,0,0
454156,3229.4934918817253,30,17,14,0,0
449454,2245.8097409275206,6,1,55,0,0
244131,9078.83,8,2,21,0,0
239945,8670.11,5,18,30,0,0
222900,2071.19,17,2,30,0,0
129134,8156.25,5,13,28,0,0
104826,3905.99,26,12,25,0,0
246359,741.6,2,21,9,0,0
31482,1745.31,18,19,54,0,0
29208,6732.8,23,4,57,0,0
144328,5033.08,7,4,38,0,0
367086,4754.11717042852,15,11,51,0,0
13802,1816.67,12,4,37,0,0
86246,7805.0,4,19,43,0,0
247451,2970.77,8,6,37,0,0
70814,6657.71,20,5,32,0,0
188751,1922.7,3,16,16,0,0
83556,875.49,17,0,47,0,0
279234,2140.49,5,21,20,0,0
352293,4808.457355398013,18,4,14,0,0
118300,8087.6,4,15,40,0,0
281453,792.7,9,21,33,0,0
132800,9137.58,23,12,43,0,0
269840,7871.77,17,6,36,0,0
28649,2705.94,14,0,14,0,0
348447,4186.404657156142,7,6,3,0,0
416888,3763.225914201861,14,3,17,0,0
114275,835.72,13,6,47,0,0
266248,7883.2,4,15,4,3,0
391164,3162.2797097057705,17,11,47,0,1
377930,4323.511087844421,12,20,30,0,0
12653,6275.65,12,0,38,0,0
238573,2140.03,5,18,19,0,0
231187,3175.36,3,9,2,0,0
142296,7637.98,5,3,31,0,0
181412,7525.61,24,19,9,0,0
141796,4131.27,21,11,34,0,0
36777,698.71,13,8,31,0,0
139879,7394.26,20,6,10,0,2
341300,3989.2433203377427,15,22,54,0,0
396174,1711.6279665076306,7,1,14,0,0
355380,1973.4100580959105,19,22,47,0,0
25820,5411.12,30,11,20,0,0
435420,8271.508153359522,24,3,1,0,1
294881,4373.37,5,9,10,0,0
293392,9653.66,2,1,0,0,0
330164,6249.363128420396,23,0,31,0,0
418124,7755.035679927469,25,17,18,0,0
361,8384.41,8,19,52,0,0
451475,6093.189420531018,6,6,19,0,0
438944,2629.6910302575566,25,16,14,0,0
301617,4160.698668676244,30,15,15,0,0
424078,1986.2795171778903,14,5,42,0,0
178040,1364.94,21,18,55,1,0
447721,3141.9015021344344,5,6,17,0,0
243163,4353.1,29,18,46,0,0
343599,4111.3801331370905,1,0,31,0,0
75805,8558.41,16,3,27,0,0
283117,2215.86,18,3,46,0,0
353656,290.72210545102973,5,21,30,0,0
106266,8103.95,27,15,30,0,0
377760,250.14402971173288,1,6,58,0,0
135803,4589.95,3,0,14,0,0
370802,8072.199824711497,12,12,32,0,0
252879,3416.83,7,9,47,0,0
35037,3503.72,13,1,15,0,0
77313,168.6,4,23,16,0,0
288644,4279.8,29,22,27,0,0
60625,6384.45,27,8,49,2,0
49139,405.87,9,10,12,0,0
443425,2080.698703203733,30,14,26,0,0
111836,5934.44,27,20,33,0,0
247487,6406.36,6,7,31,0,0
295518,9366.23,5,13,21,0,4
336661,10207.118217420835,21,5,45,0,0
350361,8443.981919916461,14,16,13,0,0
197969,6638.35,8,18,11,0,0
364515,6724.761395350368,27,1,48,0,0
354279,5997.215387490874,23,2,32,0,0
275450,992.1,17,16,34,0,0
337837,6283.811509458051,23,6,55,0,0
105177,700.55,6,22,47,0,0
399907,1652.0646793629503,4,12,47,0,0
351896,1456.8752742917823,17,7,13,0,0
100092,619.37,8,18,20,0,0
301500,3797.7238971676766,18,18,4,0,0
228440,5463.66,28,22,55,0,0
458003,9643.674310298045,13,18,29,0,0
323097,5111.553845396495,8,2,10,0,0
287962,8235.74,17,14,46,0,0
328869,9523.664920905981,2,7,27,0,0
296312,8545.06,5,6,30,0,0
57760,8520.27,3,2,2,0,0
168105,6117.16,18,16,41,0,0
405153,2189.0154561321838,8,3,7,0,0
351051,2162.295375410851,27,9,38,0,0
297443,3100.2,7,18,55,0,0
69516,5727.95,16,19,58,0,0
218832,1331.68,21,15,0,0,0
74595,7294.13,6,17,1,0,0
411193,6707.775626670201,17,20,27,0,2
17066,3244.66,15,3,11,0,0
1490,4120.94,5,1,27,0,0
76895,9168.58,21,3,57,0,0
448278,7281.359179596835,1,2,1,1,0
448200,5242.477841286857,5,13,53,0,0
293312,8459.71,15,17,47,0,0
183956,1071.19,27,11,1,0,0
76795,8212.84,17,10,30,0,0
147429,6984.75,18,1,25,0,0
234484,2797.19,15,4,30,0,0
277738,1097.08,8,9,27,0,0
218007,6337.06,9,0,52,0,0
253622,8236.25,5,15,13,0,0
138027,8082.89,3,18,58,0,0
374329,7604.804574899786,22,10,44,0,0
236701,2607.18,4,11,38,0,0
304043,2841.7526700123485,8,0,11,0,0
216977,6318.99,3,17,27,0,0
125452,3727.32,22,13,56,0,0
396103,929.6901865998243,18,3,12,0,2
132132,3584.04,29,9,50,0,0
328820,1300.3735720484901,19,18,46,0,0
116158,3775.2,9,10,16,0,0
13389,9522.86,24,6,32,0,0
427276,1954.6109911768517,15,2,37,0,0
272315,3051.4,19,10,34,0,0
164024,6131.39,3,0,28,0,0
439343,8319.21089817893,7,7,52,0,0
27289,7894.2,8,13,37,0,0
416977,4521.550194500519,2,20,43,0,0
335081,2917.963096070838,10,19,50,0,0
282819,1521.7,30,5,50,0,0
429855,5467.019163657668,6,1,20,0,0
369914,1656.8078762059688,25,18,53,1,0
199053,10224.34,5,11,59,0,0
665,8000.88,2,0,43,0,0
82045,4651.04,3,21,31,0,0
99390,906.71,15,6,34,0,0
3897,9813.38,5,13,3,0,0
398689,8330.14682479496,2,8,54,0,0
421445,4996.08641976166,7,14,26,0,0
201281,4651.13,28,5,54,0,0
377962,873.4035742426508,15,15,39,0,0
39284,8215.66,6,11,41,3,0
312719,7540.978541017767,6,12,30,0,0
267798,8416.96,14,5,56,0,0
417661,729.2612352363075,20,18,4,0,0
342589,3272.6003363105892,12,18,47,0,0
278690,952.71,8,4,39,0,0
393312,7328.96920375516,20,13,47,0,0
341205,3767.2797841468127,4,22,36,0,0
122572,8072.66,1,20,31,0,0
140617,1943.39,7,16,25,0,0
135798,4280.16,12,2,35,0,0
288924,6546.93,2,7,32,0,0
4701,4169.76,3,14,5,0,0
164381,271.23,13,6,23,0,0
119789,8422.28,2,12,50,0,0
179170,6385.62,19,23,27,0,0
28651,4200.24,12,19,7,0,0
212661,4911.61,18,17,44,0,0
380309,7524.953796125473,13,10,45,0,0
16474,1920.81,6,6,8,0,0
310354,4362.733451378606,16,2,9,0,0
42193,9001.08,22,14,35,0,0
365686,3740.9689151787757,21,6,51,0,0
110259,2086.06,21,15,47,0,0
417259,4283.1651460814155,15,18,9,0,0
46073,9025.23,5,4,13,0,0
353681,6298.2600109195,5,1,12,1,0
317258,10041.618695622245,5,0,20,0,0
182873,5906.49,1,12,10,0,0
365145,973.9489409696101,1,13,40,0,0
28281,7614.94,20,8,9,0,0
168818,2766.0,4,8,41,0,0
31613,9430.0,7,7,18,0,0
368537,2490.300237769239,27,8,33,0,0
180344,6078.13,9,5,4,0,0
95880,2789.4,22,0,13,0,0
116303,5808.09,6,18,55,0,0
343894,4260.403527020093,4,9,24,0,0
194897,3097.93,20,11,35,0,0
358505,5060.9006481468205,16,9,41,0,0
242401,5867.08,28,12,58,0,0
134313,6409.88,3,2,39,0,0
323601,3996.1706289852877,9,22,35,0,0
432450,407.0973770652629,22,0,8,0,2
205297,4227.01,3,11,2,0,0
417241,4176.703655309297,15,15,17,0,0
159601,1214.64,17,18,31,0,0
418276,7491.133691622331,17,2,44,0,0
420487,9152.073064533477,21,13,46,0,0
327160,8806.903835655075,28,11,25,0,0
44884,3270.26,16,16,30,0,0
221238,5026.7,8,1,10,0,0
427312,8951.615829511142,16,21,38,0,0
179478,1526.63,3,15,48,0,0
422744,7591.952116565303,10,14,14,0,0
92424,4706.82,10,17,25,0,0
169539,5160.06,16,1,57,0,0
388755,7595.462730279153,15,14,52,0,0
377597,521.2748101901045,4,0,30,0,0
442541,2047.4222999950603,15,20,56,0,0
388201,4273.50852008111,14,14,15,0,0
85973,6817.95,7,17,15,0,0
416521,2816.3533753390957,11,8,42,0,0
170680,5291.8,23,2,43,0,2
239010,2567.95,6,6,26,0,0
450029,3537.9123738830986,24,7,24,0,0
267547,8016.24,30,0,25,0,0
213577,4292.56,17,5,40,3,0
8844,9737.18,3,20,3,0,0
137238,5747.1,2,0,33,0,0
86396,3956.48,16,3,36,0,0
278432,489.03,14,3,24,0,0
65197,5253.38,30,3,20,0,0
128101,5762.63,18,2,37,0,0
438430,2613.7294346349304,22,22,46,1,2
320910,8099.931150304654,4,5,8,0,0
266825,3430.35,10,6,48,0,0
411762,4413.765071637702,26,10,44,0,0
451837,1313.12382905475,29,15,4,0,0
78030,4243.07,19,17,17,0,0
300726,789.11661827346,4,15,16,0,0
288793,1695.62,8,14,1,0,0
396297,8365.358194240212,23,19,13,0,0
149659,1001.32,8,10,45,0,0
309492,698.7417292834691,2,5,5,0,2
401526,7026.185645374695,20,7,26,0,0
432732,8986.65011939986,26,11,44,0,0
54315,9152.63,8,3,50,0,0
355534,4649.612996897982,1,18,51,0,0
417966,8409.733553669554,16,16,4,0,0
290480,3988.14,16,6,47,0,0
305357,5583.262296078025,23,6,26,0,0
236528,6188.21,16,4,30,0,0
133269,4671.25,2,4,22,0,0
283231,714.29,20,5,18,0,0
311022,1818.4123896569108,2,13,10,0,0
144108,7389.71,11,22,2,0,3
64535,3960.99,2,22,51,0,0
393606,343.9999473044656,2,7,15,1,0
34104,7615.33,27,0,17,0,0
360174,8854.459854029243,24,3,4,0,0
71561,5493.55,29,14,55,0,0
214345,7131.25,6,22,34,0,0
283166,1096.25,5,2,6,0,0
291581,8670.19,16,13,7,0,0
375255,943.1112589508433,19,16,25,0,0
27388,993.8,13,22,55,0,0
242156,8908.99,4,17,51,0,0
153128,9995.38,27,4,22,0,0
287275,8427.08,5,22,22,0,0
191325,6905.86,6,4,43,2,0
158717,3866.55,8,1,56,0,0
413089,8378.325729083552,8,18,16,0,0
280334,5116.12,23,18,7,0,0
277335,3866.33,29,14,5,0,0
76752,842.55,7,9,53,0,0
127680,1423.35,22,17,54,0,0
411091,7794.5614856169,30,10,58,0,0
123399,4746.67,13,3,57,0,0
152480,5717.97,13,23,21,0,0
1049,188.04,9,9,1,0,0
425430,6042.62085534651,25,2,39,0,0
206248,3496.45,8,20,27,0,0
449002,8233.696689251386,20,5,51,0,0
34931,1801.55,7,18,30,2,4
190841,1387.08,7,23,14,0,0
55971,561.31,1,14,5,0,0
40992,1708.09,4,21,30,0,0
227317,6881.5,7,2,30,0,0
307057,8154.298997896002,26,9,19,0,0
121059,2140.18,20,5,53,0,0
241062,2095.91,16,13,0,0,0
235486,9261.84,17,20,42,0,0
449920,8766.283244562159,26,9,24,0,0
27664,9595.65,22,20,45,0,0
66018,5733.49,28,15,20,0,0
252047,3476.38,10,12,5,0,0
276055,7842.15,28,21,40,0,0
181595,2817.05,25,18,30,2,0
73377,4704.54,19,15,22,0,0
127915,5383.73,3,4,0,0,0
303100,823.8937460219717,4,4,5,0,0
104721,1639.68,5,23,17,0,0
239970,3090.2,22,14,26,0,0
43195,4180.5,9,19,23,0,0
372691,111.03697424555338,3,9,41,0,0
245947,5689.96,22,17,34,1,0
397223,1297.4202380132535,6,6,29,0,0
192952,9328.79,13,16,10,0,0
173280,8066.83,18,22,9,0,0
452914,2987.7353584613124,24,15,49,0,0
410365,5528.622854074105,2,12,51,0,0
50039,7051.32,15,17,49,0,3
442654,3243.3493897418357,21,13,30,0,0
75382,6087.38,7,22,54,0,0
217017,5868.87,5,8,41,0,0
123436,9766.11,20,19,12,0,0
275357,5311.63,25,17,37,0,0
440016,9380.67118826241,21,0,32,0,0
73392,5063.61,19,22,20,0,0
276715,1368.66,29,18,11,0,0
324117,8469.25980460701,22,11,40,0,0
212781,3414.73,24,7,28,0,0
216043,8794.67,19,12,10,0,2
446030,4592.745650698904,5,2,22,0,0
102315,1996.57,18,1,29,0,0
383897,1922.7893189962956,3,16,16,0,0
350509,3391.1211707450543,8,3,55,0,0
57364,1406.79,19,3,23,0,0
206374,1715.61,8,2,34,0,0
140925,4918.71,6,13,43,0,0
124591,6402.61,6,2,39,0,0
195033,3237.52,10,17,42,0,0
214281,4840.48,30,4,52,0,0
366697,8584.270531910017,8,2,28,0,0
310092,1773.8260559752493,6,12,27,0,1
454218,927.9063257198266,20,11,40,0,0
19974,8981.01,17,8,35,0,0
186978,2575.95,9,12,14,0,0
373846,1992.19344909376,13,11,1,0,1
375937,1298.9045143302021,8,11,28,2,0
8377,407.17,27,22,15,0,0
311815,149.7980676414193,1,7,16,0,0
174561,3807.15,27,10,16,0,0
19169,1151.54,8,8,24,1,0
250988,8385.85,2,10,15,0,0
415508,5221.2783665485695,16,21,54,0,0
195420,5377.3,3,4,54,0,0
283240,5772.94,21,9,9,0,0
66700,440.96,18,10,49,0,0
339492,4798.366116183103,18,6,13,0,0
387846,5301.076254438226,27,13,5,0,0
63008,5539.82,27,2,17,0,0
72828,8271.33,12,16,42,0,0
124068,3955.55,12,16,46,0,0
187108,7586.45,18,6,52,0,3
298412,9608.96,11,10,0,0,0
144662,453.3,21,23,59,0,0
165628,10076.56,3,9,33,0,1
181326,9142.85,17,6,37,0,0
315850,1772.4359929328714,9,4,27,0,0
385371,9661.365098650202,8,4,1,0,0
282481,4459.1,14,0,11,0,0
200200,1336.59,28,1,35,0,0
379606,9267.882198873138,7,17,22,0,0
177421,6460.04,27,23,31,0,0
358956,4897.9824014666465,8,21,10,0,0
408636,2233.1382797478527,9,18,6,0,1
391513,2912.4004086204786,20,18,54,0,0
136055,6392.61,20,20,15,0,2
331740,1968.543857317519,15,2,39,0,0
444319,6616.536101178105,4,2,39,0,0
418647,4546.045323546447,21,18,41,0,0
363176,5850.295749983721,21,11,10,0,0
129011,9739.84,9,14,42,0,0
418182,5901.441967188523,5,8,17,0,0
90122,7738.97,10,11,19,0,0
445283,1842.5720314714154,30,19,16,0,2
155572,4725.29,4,3,17,0,0
6608,5602.5,5,2,23,0,0
407266,131.6751487959056,2,7,43,0,0
17263,1403.52,25,11,14,0,0
112034,5532.49,22,14,22,0,0
300094,794.750245094542,1,18,6,0,0
407995,5425.896475601213,21,19,52,0,0
785,3179.36,1,7,30,1,0
64956,9407.76,20,13,29,0,0
186656,1121.39,8,22,25,0,0
77629,5240.67,2,10,4,0,0
109877,4025.63,2,0,27,0,0
347528,6059.65541670712,18,11,40,0,0
101985,8216.6,19,18,51,0,0
339616,9577.116247644144,9,20,11,0,0
378198,3984.882597805796,8,12,49,0,0
346277,9209.700610072836,9,0,35,0,0
410216,5389.605146522764,10,17,23,0,0
441828,727.979746735918,5,1,38,0,0
15253,5401.78,16,8,49,0,0
177396,3072.38,2,8,55,0,0
219459,3817.84,6,18,37,0,0
211295,938.52,10,1,5,0,0
121194,2029.3,2,7,16,0,0
449978,3229.2830674190905,22,19,57,0,0
263044,674.09,9,11,50,0,0
122080,5994.43,23,16,56,0,0
81305,6390.99,3,16,49,0,0
234235,8407.89,1,17,50,0,0
216224,7850.18,17,3,56,0,0
323625,165.5369603142863,24,3,6,0,0
437942,3774.9620249806753,29,14,4,0,0
141651,9293.37,9,1,43,0,0
332417,7818.140363764606,5,18,25,0,0
417186,1083.9251778020775,6,14,9,0,0
85523,1030.44,11,4,43,0,0
382388,8474.913459974014,17,14,4,0,0
91437,3006.77,30,18,16,0,0
27755,4551.32,23,4,37,0,0
4023,2999.7,1,8,37,0,2
87030,3956.76,6,3,36,0,1
69370,8132.22,11,15,48,4,0
302305,3258.783239949963,29,16,21,0,0
85318,2382.07,22,1,3,0,4
42320,9272.4,24,19,21,0,0
7500,5239.5,12,7,52,0,0
254122,6672.7,8,6,29,0,0
405831,1832.5785230937686,19,14,57,0,0
125806,9126.06,14,2,50,0,0
328786,896.4905368798788,6,10,10,0,0
395002,2757.2162991000587,10,22,40,0,0
313575,277.519284135025,22,3,23,0,0
44914,4163.09,10,23,9,0,0
28460,7859.22,25,9,17,0,0
288739,8198.98,2,13,26,0,0
116732,7716.05,19,14,53,0,0
190398,7063.67,27,21,8,0,0
144899,7532.93,22,0,10,0,0
123448,5504.44,29,19,5,0,0
49748,7308.84,26,21,11,0,0
129582,5069.05,9,23,32,0,3
271723,8034.1,12,9,12,0,0
379720,3146.445011335643,14,11,29,0,0
436341,4539.9960237041305,7,19,40,0,0
459495,7938.966534904709,4,5,50,0,0
163083,7465.8,2,12,38,0,3
7540,2363.65,8,13,51,0,0
93019,7754.01,8,20,13,0,4
369155,6648.446085782195,7,14,6,0,0
330177,3582.9594960384757,29,19,48,0,0
241131,7583.03,12,14,31,0,0
333555,5717.6122985900665,10,8,18,0,0
457138,667.8427874101635,7,18,32,0,0
75162,8287.49,23,2,27,4,0
261137,5532.39,16,13,25,0,0
223210,1699.98,13,11,40,0,0
173930,773.33,17,21,27,3,0
176444,1024.65,25,20,30,0,0
159380,929.08,21,16,32,0,0
434513,4096.596625438499,27,14,1,0,0
114922,1475.49,27,19,24,0,0
380457,5254.943162756998,22,20,16,0,0
229118,5485.9,17,3,32,0,0
106507,9242.47,30,1,13,0,0
264703,7765.32,10,3,2,0,0
408707,3136.744622556411,11,3,15,1,0
293751,5870.81,18,8,17,0,0
280904,3992.78,9,22,13,0,0
23593,2141.77,15,2,32,0,0
456188,7361.239563520692,9,9,6,0,0
84916,4090.69,18,23,56,0,0
329568,3500.3964857068754,15,3,14,0,0
97952,7292.02,3,7,25,0,0
149033,5123.21,27,14,8,0,0
416705,2864.86181970809,3,22,44,0,0
431012,3027.160845243522,12,17,32,0,0
223295,5586.29,6,7,37,0,0
128590,7318.74,17,4,42,0,0
232996,7414.99,8,20,15,0,0
425707,7500.002010285399,27,21,5,0,0
57104,6307.08,11,23,30,0,0
192376,1055.89,31,1,51,0,0
184362,9061.08,13,4,54,0,0
291454,541.13,19,10,3,0,0
371029,4642.129951359707,9,11,24,0,0
237763,7438.09,29,8,9,0,0
229751,3587.04,1,9,27,0,0
381348,3535.706306823642,19,4,3,0,0
172467,3587.12,17,22,14,0,0
142027,8219.32,17,10,41,0,0
321349,8206.750228312758,23,19,7,0,0
428166,3446.8041614760014,26,20,38,0,1
168830,842.12,29,22,39,0,0
194502,332.81,27,22,40,0,0
251314,7328.38,5,21,46,0,0
392631,5765.626106136235,17,14,7,0,0
69937,4488.36,14,20,43,0,0
366121,1356.4420353929213,21,14,52,0,0
386891,3877.310396502657,25,7,5,0,0
283761,6456.82,12,23,55,0,0
173036,39.74,11,16,22,0,0
373129,6544.509335177435,12,11,45,0,0
97765,1486.6,8,21,27,0,0
445729,5978.215696396472,26,10,22,0,0
252355,6430.15,6,18,10,0,0
127458,6697.7,24,11,2,0,0
249124,5156.16,2,18,56,0,0
182086,557.67,3,6,32,0,0
194427,4173.23,20,6,50,0,0
103657,4170.76,11,4,43,0,0
354572,269.9766929547386,15,20,13,0,0
91314,5842.68,2,15,23,0,4
341298,2974.110128457236,12,2,38,0,0
244608,5705.74,7,4,55,0,0
43937,2261.94,8,2,19,0,0
346726,2137.792183494978,3,14,53,0,0
130543,3640.79,5,15,54,0,3
46183,199.02,18,16,27,0,0
315515,4192.7936801887045,4,3,24,0,0
232773,970.29,4,5,42,0,0
416726,8799.373229524688,3,3,27,0,0
375080,2292.5744053726144,24,11,2,0,0
389651,3297.726875204718,14,15,10,0,0
300632,5324.717265132965,5,5,20,0,0
244816,5857.07,5,12,15,0,0
36864,3170.34,1,20,21,0,0
149781,2063.15,14,9,11,0,0
136662,6201.35,1,16,46,0,0
133536,2845.75,26,22,56,0,0
30153,1468.99,19,17,42,0,0
352998,2694.595218816582,23,6,57,0,0
124575,885.36,5,11,8,0,1
43287,4605.02,24,8,38,0,0
204839,7450.68,25,14,38,0,0
207702,3122.73,21,10,28,0,0
141488,1966.4,3,10,37,0,0
104320,7740.81,2,12,58,0,0
176751,7121.52,24,19,29,0,2
175239,2797.1,11,23,4,0,0
28752,8046.35,7,12,33,0,0
389218,4996.347689866043,25,19,40,0,0
452582,2658.567244590638,5,12,6,0,0
121259,1477.87,27,4,55,0,0
66646,4166.22,9,3,12,0,0
153030,5354.04,4,5,12,0,0
329806,1399.8755633977491,25,2,42,0,0
179205,6441.61,23,22,54,0,0
397396,4912.559988219818,10,9,20,0,0
340749,7980.942608375433,17,5,11,0,0
51704,8094.57,3,13,18,0,0
153548,10026.34,1,1,18,3,0
180192,8653.8,13,5,49,0,0
162412,7396.07,26,3,6,0,0
142846,3930.31,1,4,17,0,0
415475,8354.879781958583,26,15,15,0,0
42231,6669.32,28,1,18,0,0
339220,6376.95458895026,20,3,5,0,0
41400,9448.94,14,12,54,0,0
453550,8413.468087888348,28,22,14,1,0
265921,2081.0,8,9,7,0,0
127096,3824.52,5,21,9,0,0
272556,4631.39,3,7,47,0,0
13646,2882.41,1,18,12,0,0
246083,1005.57,14,23,40,2,0
453917,6919.166785623865,15,14,2,0,0
26055,7408.18,8,4,37,0,2
270363,641.4,12,11,38,0,0
426206,2694.6310939327027,20,11,17,1,0
79194,8218.27,27,3,24,0,0
178428,8757.46,18,12,35,0,0
168975,6354.46,12,7,20,0,0
178617,7580.53,7,19,56,0,0
205865,6901.34,2,1,36,0,0
42416,1646.9,9,23,56,0,1
309413,9484.29083410729,2,15,26,0,0
117784,7433.7,11,13,33,0,0
235140,339.47,15,22,4,0,0
128494,7323.52,8,10,33,0,2
454236,476.2518655294983,7,20,48,0,0
425468,5541.866761860805,7,10,9,0,0
296067,2058.95,8,5,42,0,0
297115,3063.75,7,16,9,0,0
226301,6592.75,26,4,48,0,0
228546,4936.57,22,3,14,0,0
190853,7300.83,31,12,49,0,0
400178,3298.9350857337304,25,8,28,0,0
454063,7414.911266527189,12,10,37,0,0
105045,4936.77,27,19,11,0,0
391580,5742.867827034377,9,19,13,0,0
15573,5657.07,17,12,2,0,0
27573,2823.77,27,3,41,0,0
20022,10059.42,8,2,39,0,0
337592,6876.836237382292,19,11,44,0,0
95779,10334.62,17,20,19,0,0
266239,6935.1,8,0,12,0,0
18929,208.8,17,23,42,0,0
123485,6022.93,6,16,47,0,0
314417,709.3465514010364,13,16,54,0,0
401810,4872.1437159447905,1,7,13,0,0
30619,9549.93,11,9,37,0,0
349759,8770.660438802755,8,5,49,0,0
439394,4525.070255796629,5,1,35,0,0
297165,245.98,27,18,42,0,0
294842,2868.43,18,9,19,0,0
300553,7932.313278440628,10,7,56,0,0
131142,5373.1,8,18,6,0,0
198629,8628.83,18,15,43,0,0
293963,7888.18,19,11,29,0,0
119051,9047.69,26,22,21,0,0
154240,8052.62,25,7,12,0,0
432770,4092.141017415,24,15,11,0,0
62941,8349.04,24,2,17,0,0
79911,3297.99,1,17,31,0,4
151367,150.03,27,21,23,0,0
436510,413.5867410672236,28,2,13,0,0
350680,4453.790616724875,4,22,19,0,0
452899,1831.9814673132612,13,5,10,0,3
20374,528.56,31,4,46,0,2
286231,5590.3,5,4,55,0,4
421372,8188.544074035852,2,7,22,0,0
344982,5248.987937114954,10,3,18,0,0
169414,8224.88,3,13,49,0,0
39746,4986.74,23,18,1,0,0
248494,5531.38,3,8,55,0,0
398680,9182.952895013394,4,15,14,0,0
224023,6676.46,2,11,20,0,0
67896,8713.52,21,16,56,0,0
126028,8356.57,15,22,45,0,0
411146,1480.650485876841,26,5,22,0,0
274577,7424.98,29,22,1,0,0
262686,4261.03,5,16,36,0,0
136905,6923.56,22,5,0,0,0
135514,1226.7,5,3,56,0,1
416510,2972.3126225502597,29,16,28,0,0
305952,3159.687809764993,25,6,32,0,0
443302,7398.720029073426,1,0,40,2,0
264685,7287.87,21,16,35,4,0
81177,7034.26,25,5,9,0,0
36144,2214.34,27,3,14,0,0
56054,3422.75,24,18,40,0,0
148943,3776.35,5,8,25,0,0
449049,6772.74494354519,5,12,24,0,0
278834,5874.51,2,9,7,0,0
367911,8557.14482323989,8,11,23,0,0
109166,7578.66,27,21,31,0,0
188566,7035.45,24,5,12,0,0
233509,250.5,31,13,49,0,0
456560,7330.848852141026,4,14,38,0,0
115994,7638.69,19,18,49,0,0
312009,4743.004259797712,7,13,13,0,0
440739,9015.434665904675,9,15,3,0,0
400660,5934.4244324269,2,16,12,0,0
449224,6133.095913374901,8,1,39,0,0
115771,7858.94,10,1,45,0,0
36664,2234.21,7,18,48,0,0
433890,3423.103474951564,7,13,4,0,0
318615,3683.840736242939,23,13,7,0,0
442018,4122.727709447687,6,19,2,0,0
30656,6148.94,22,3,3,0,0
225900,7335.6,18,1,39,0,0
400458,9696.718443776117,22,4,34,0,0
228153,3297.77,1,19,27,0,0
78750,9889.27,7,17,6,0,0
281432,521.3,26,12,47,0,0
267118,958.69,21,0,43,0,0
192179,1735.76,5,17,14,1,0
228425,5857.23,28,22,34,0,0
101923,6142.52,19,7,51,0,0
197156,4211.19,15,23,27,0,0
384961,3612.818587932968,25,1,12,0,0
42145,4025.06,8,7,21,0,0
346800,10315.371890816155,22,3,43,0,0
138838,1731.78,8,18,44,0,0
78989,4439.61,5,3,42,0,0
186640,2001.35,21,15,55,0,0
314569,1996.9143957537624,3,11,35,0,0
280863,7774.29,9,19,40,0,0
177005,1720.34,14,21,51,0,0
26907,7016.74,24,7,22,0,0
382221,933.0715992754556,15,2,27,0,0
225739,8641.15,9,20,6,0,3
377718,4820.155669487304,18,4,17,0,0
414942,2060.0227642112327,21,3,29,0,0
323066,6565.234374014456,9,19,49,0,0
57940,3411.21,26,7,37,0,0
399056,473.462073305057,28,9,2,0,0
423867,9209.060356035143,4,18,22,1,0
133433,486.59,11,23,26,0,0
419368,8900.051857456758,16,17,3,0,0
432998,1613.1634803269376,3,11,42,0,0
351215,7174.348212327698,11,4,45,0,0
291299,9299.08,10,14,36,0,0
262180,6327.67,19,19,23,0,0
316238,2381.974438442764,24,14,51,0,0
426844,9041.423006947836,5,1,43,0,0
342542,4783.653618995848,16,6,44,0,0
300541,8676.770063032101,23,8,13,0,0
199536,9745.25,13,20,53,0,0
394677,7840.518299586309,14,17,22,0,0
237221,4900.36,14,12,2,0,0
268304,7623.51,3,4,58,0,0
164725,10022.93,8,3,54,0,0
23974,6712.37,9,9,59,0,0
128809,6488.45,13,17,2,0,0
154403,8678.65,18,0,21,0,0
218933,2949.49,25,19,9,0,0
319514,9487.60824232576,14,20,8,0,0
376896,2389.298541458391,30,4,1,1,0
185707,3961.43,22,7,0,0,0
182586,5669.37,25,2,6,0,0
